"","node_id","address...2","name","countries","country_codes","sourceID","origin_match","lon","lat","type","loctype","address...12","north","south","east","west"
"11",14001961,"11 CROFT LANE BREADSALL DERBY DW21 5LE UNITED KINGDOM",NA,"United Kingdom","GBR","Panama Papers","1_node_start",-1.454525,52.9531037,"premise","rooftop","11 croft ln, breadsall, derby de21 5le, uk",52.9543460802915,52.9516481197085,-1.4530667697085,-1.4557647302915
"12",14002362,"1200 FOUR SEASONS TOWER 1441 BRICKELL AVENUE MIAMI FLORIDA 33131 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.1920843,25.7589641,"establishment","rooftop","1435 brickell ave, miami, fl 33131, usa",25.7599269302915,25.7572289697085,-80.1904955697085,-80.1931935302915
"13",14002457,"1211 GENEVA SWITZERLAND",NA,"Switzerland","CHE","Panama Papers","1_node_start",6.1638785,46.2000323,"postal_code","approximate","1211 geneva, switzerland",46.2013812802915,46.1986833197085,6.1652274802915,6.1625295197085
"14",14002712,"128 SUKHUMVIT HOUSE RM 32/C SUKHUMVIT ROAD SOI 23 BANGKOK 10110 THAILAND",NA,"Thailand","THA","Panama Papers","1_node_start",100.5775673,13.7256849,"subpremise","rooftop","rm 32, 23 sukhumvit rd, khwaeng khlong tan nuea, watthana, krung thep maha nakhon 10110, thailand",13.7270249802915,13.7243270197085,100.579001130292,100.576303169708
"15",14002771,"12 AVENIDA 5 55 ZONA 1 GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5070229,14.6414066,"subpremise","rooftop","55, 12 avenida 5-66, cdad. de guatemala, guatemala",14.6427493302915,14.6400513697085,-90.5056202197085,-90.5083181802915
"16",14003413,"13791 NW 19 COURT PEMBROKE PINES FL 33028 MALTA",NA,"Malta","MLT","Panama Papers","1_node_start",-80.334649,26.0253985,"premise","rooftop","13791 nw 19th ct, pembroke pines, fl 33028, usa",26.0266742302915,26.0239762697085,-80.3333207697085,-80.3360187302915
"17",14003468,"13998 NW 20 STREET PEMBROKE PINES FL 33028 MALTA",NA,"Malta","MLT","Panama Papers","1_node_start",-80.3378216,26.0259128,"premise","rooftop","13998 nw 20th st, pembroke pines, fl 33028, usa",26.0272785802915,26.0245806197085,-80.3364696697085,-80.3391676302915
"18",14003543,"13 CALLE 2 60 ZONA 10 OFIC 702 TOPACIO AZUL GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5154546,14.599568,"subpremise","range_interpolated","60, 13 calle 2, cdad. de guatemala 01010, guatemala",14.6009169802915,14.5982190197085,-90.5141056197085,-90.5168035802915
"19",14003545,"13 CALLE 3 10 ZONA 10 CIUDAD DE GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5133174,14.599051,"subpremise","rooftop","10, 13 calle 3, cdad. de guatemala 01010, guatemala",14.6004738802915,14.5977759197085,-90.5119531197085,-90.5146510802915
"20",14004098,"14 CALLE 3 51 ZONA 10 MURANO CENTER OF 603 GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5131515,14.5981577,"subpremise","rooftop","of 603, 14 calle 3, cdad. de guatemala 01010, guatemala",14.5994921302915,14.5967941697085,-90.5117164697085,-90.5144144302915
"21",14004099,"14 CALLE 3 51 ZONA 10 MURANO CENTER OF 604 GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5131515,14.5981577,"subpremise","rooftop","of 604, 14 calle 3, cdad. de guatemala 01010, guatemala",14.5994921302915,14.5967941697085,-90.5117164697085,-90.5144144302915
"22",14004658,"15 AVE 18 28 ZONA 13 CIUDAD DE GUATEMALA GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5206873,14.5883499,"subpremise","rooftop","18 28, avenida las americas 15, cdad. de guatemala, guatemala",14.5896605802915,14.5869626197085,-90.5192972697085,-90.5219952302915
"23",14004659,"15 AVE 18 28 ZONA 13 GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5306109,14.5800523,"political","approximate","zona 13, guatemala city, guatemala",14.6066213,14.5497111,-90.5176223,-90.5410338
"24",14004661,"15 AVENIDA 14 93 ZONA 10 GUATEMALA GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5022234,14.5937737,"subpremise","rooftop","93, 15 avenida 14-09, cdad. de guatemala 01010, guatemala",14.5951452802915,14.5924473197085,-90.5008851197085,-90.5035830802915
"25",14004703,"15 CALLE 7 24 ZONA 10 CIUDAD DE GUATEMALA GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5155395,14.5970966,"subpremise","rooftop","24, 15 calle 7, cdad. de guatemala 01010, guatemala",14.5983182802915,14.5956203197085,-90.5142146197085,-90.5169125802915
"26",14004847,"15 MARIKIT CORNER MASAYA STREETS WEST TRIANGLE QUEZON CITY PHILIPPINES",NA,"Philippines","PHL","Panama Papers","1_node_start",121.0333533,14.6449791,"premise","rooftop","15 marikit, lungsod quezon, kalakhang maynila, philippines",14.6463249302915,14.6436269697085,121.034700730292,121.032002769708
"27",14005284,"16 AVENIDA “A” 4 20 ZONA 1 GUATEMALA GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5016919,14.6418004,"subpremise","rooftop","20, 16 avenida a 4-35, cdad. de guatemala, guatemala",14.6431644802915,14.6404665197085,-90.5003762197085,-90.5030741802915
"28",14005651,"17282 NW HOLCOMB DR PORTLAND OREGON 97229 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-122.8564258,45.5558914,"premise","rooftop","17282 nw holcomb dr, portland, or 97229, usa",45.5572942802915,45.5545963197085,-122.855069719708,-122.857767680292
"29",14005731,"177 OCEAN LANE DRIVE APT 500 KEY BISCAYNE FL 33149 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.1567251,25.7000439,"subpremise","rooftop","177 ocean ln dr apt 500, key biscayne, fl 33149, usa",25.7013142302915,25.6986162697085,-80.1555637197085,-80.1582616802915
"30",14005785,"17 AVE 10 58 Z 15 VISTA HERMOSA III GUATEMALA CITY REPUBLIC OF GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.489172,14.6043526,"neighborhood","approximate","vista hermosa iii, guatemala city, guatemala",14.6093059,14.6002644,-90.4853296,-90.495281
"31",14007799,"2/B MANGGA ST LITTLE BAGUIO SAN JUAN METRO MANILA PHILIPPINES",NA,"Philippines","PHL","Panama Papers","1_node_start",121.0368564,14.6008013,"route","geometric_center","mangga, san juan, kalakhang maynila, philippines",14.6021707802915,14.5994728197085,121.038196130291,121.035498169709
"32",14007983,"2000 PONCE DE LEON BOULEVARD SUITE 625 CORAL GABLES FL 33134 USA UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.2590518,25.7542806,"subpremise","rooftop","2000 ponce de leon suite 625, coral gables, fl 33134, usa",25.7556330802915,25.7529351197085,-80.2576103697085,-80.2603083302915
"33",14008019,"200 MTS NORTE Y 100 OESTE DE LA GUARDIA RURAL DE SAN ANTONIO DE ESCAZU SAN JOSE COSTA RICA",NA,"Costa Rica","CRI","Panama Papers","1_node_start",-84.0468998,9.8999547,"establishment","geometric_center","vxx3+x6q, san josé province, san antonio, costa rica",9.9013750302915,9.8986770697085,-84.0456190197085,-84.0483169802915
"34",14008296,"20 CALLE 19 52 ZONA 10 INTERIOR 01 EGYPT",NA,"Egypt","EGY","Panama Papers","1_node_start",-90.5027386,14.5888549,"political","approximate","zone 10, guatemala city 01010, guatemala",14.6153277,14.573527,-90.4822774,-90.5177791
"35",14008576,"21050 NE 38TH AVE APT 821 AVENTURA FL 33180 4075 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.1251496,25.9713002,"subpremise","rooftop","21050 ne 38th ave #821, aventura, fl 33180, usa",25.9725773802915,25.9698794197085,-80.1237639697085,-80.1264619302915
"36",14008613,"21150 NE 38TH AVENUE 1003 AVENTURA FL 33180 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.1252911,25.9722408,"subpremise","rooftop","21150 ne 38th ave apt 1003, aventura, fl 33180, usa",25.9735793802915,25.9708814197085,-80.1236369697085,-80.1263349302915
"37",14010244,"24 SLOANE COURT EAST FLAT 2 LONDON UNITED KINGDOM",NA,"United Kingdom","GBR","Panama Papers","1_node_start",-0.156532,51.4894678,"subpremise","rooftop","2, 24 sloane ct e, london sw3 4tg, uk",51.4908277302915,51.4881297697085,-0.155156519708498,-0.157854480291502
"38",14010832,"269 LENOX ST NEW HAM C T U S A UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-71.5723953,43.1938516,"administrative_area_level_1","approximate","new hampshire, usa",45.3057777,42.697042,-70.575094,-72.557124
"39",14012109,"2 HAVEN MEWS LONDON N1 1LQ UNITED KINGDOM",NA,"United Kingdom","GBR","Panama Papers","1_node_start",-0.1054868,51.5411495,"street_address","rooftop","2 haven mews, london n1 1lq, uk",51.5423986802915,51.5397007197085,-0.104055669708498,-0.106753630291502
"40",14012477,"2 RUE DE JARGONNANT 1206 GENEVA SWITZERLAND",NA,"Switzerland","CHE","Panama Papers","1_node_start",6.1595613,46.2010438,"premise","rooftop","rue de jargonnant 2, 1207 genève, switzerland",46.2024344802915,46.1997365197085,6.1608912802915,6.1581933197085
"41",14012535,"2 SOUTH BISCAYNE BLVD 3200 MIAMI FLA 33131 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.1879712,25.7737878,"subpremise","rooftop","2 s biscayne blvd #3200, miami, fl 33131, usa",25.7752504302915,25.7725524697085,-80.1865364197085,-80.1892343802915
"42",14012742,"3ª STREET A 28 90 COLONIA SAN LAZARO ZONE 15 CONDOMINIO LA ESCALADA HOUSE NO 8 SANTA CATARINA PINULA GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.4826801,14.5861548,"neighborhood","approximate","colonia san lazaro, guatemala city, guatemala",14.5899795,14.5818392,-90.4813814,-90.4855014
"43",14012779,"300 SOUTH POINTE DR UNIT 2401 MIAMI BEACH FL 33139 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.1349941,25.7677332,"subpremise","rooftop","300 south pointe dr apt 2401, miami beach, fl 33139, usa",25.7693354302915,25.7666374697085,-80.1336546197085,-80.1363525802915
"44",14013437,"32565B GOLDEN LANTERN ST 111 DANA POINT CA 92629 3248 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-117.6995935,33.4898712,"subpremise","rooftop","32565b golden lantern #111, dana point, ca 92629, usa",33.4912252302915,33.4885272697085,-117.698315969709,-117.701013930291
"45",14013686,"3370 MARY STREET MIAMI FL 33133 U S A UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.2396464,25.7288381,"premise","rooftop","3370 mary st, miami, fl 33133, usa",25.7301663302915,25.7274683697085,-80.2382555697085,-80.2409535302915
"46",14014257,"3620 AVENIDA CORAL SPRING MIAMI FLORIDA F 133065 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.1840963,25.833272,"establishment","geometric_center","ne 62nd st &, biscayne blvd, miami, fl 33138, usa",25.8346209802915,25.8319230197085,-80.1827473197085,-80.1854452802915
"47",14014890,"3A AVENIDA 13 78 ZONA 10 TORRE CITIBANK OF 601 GUATEMALA GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5129445,14.6043456,"subpremise","range_interpolated","of 601, 3a avenida 13, cdad. de guatemala 01010, guatemala",14.6056945802915,14.6029966197085,-90.5115955197085,-90.5142934802915
"48",14015398,"3 PLACE BERGUES 1211 GENEVA 1 SWITZERLAND",NA,"Switzerland","CHE","Panama Papers","1_node_start",6.1460627,46.2069575,"subpremise","rooftop","place des bergues 1/3, 1201 genf, switzerland",46.2082660302915,46.2055680697085,6.1476039302915,6.1449059697085
"49",14015400,"3 PLACE DES BERGUES SWITZERLAND",NA,"Switzerland","CHE","Panama Papers","1_node_start",6.1464472,46.2069015,"street_address","range_interpolated","place des bergues 3, 1201 genf, switzerland",46.2082504802915,46.2055525197085,6.1477961802915,6.1450982197085
"50",14015401,"3 PLACE DES BERGUES 1201 GENEVA SWITZERLAND",NA,"Switzerland","CHE","Panama Papers","1_node_start",6.1464472,46.2069015,"street_address","range_interpolated","place des bergues 3, 1201 genf, switzerland",46.2082504802915,46.2055525197085,6.1477961802915,6.1450982197085
"51",14015402,"3 PLACE DES BERGUES 1201 GENEVE SWITZERLAND",NA,"Switzerland","CHE","Panama Papers","1_node_start",6.1464472,46.2069015,"street_address","range_interpolated","place des bergues 3, 1201 genf, switzerland",46.2082504802915,46.2055525197085,6.1477961802915,6.1450982197085
"52",14015927,"4018 WEST 16TH AVENUE VANCOUVER BC CANADA",NA,"Canada","CAN","Panama Papers","1_node_start",-123.194148,49.2577985,"street_address","rooftop","4018 w 16th ave, vancouver, bc v6s 2n1, canada",49.2592382802915,49.2565403197085,-123.192791319709,-123.195489280291
"53",14016031,"409 SW 120TH AVE FLORIDA ESTADOS UNIDOS UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.3909227,25.7638292,"street_address","range_interpolated","409 sw 120th ave, miami, fl 33184, usa",25.7651781802915,25.7624802197085,-80.3895737197085,-80.3922716802915
"54",14016032,"409 SW 120TH AVE FLORIDA USA UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.3909227,25.7638292,"street_address","range_interpolated","409 sw 120th ave, miami, fl 33184, usa",25.7651781802915,25.7624802197085,-80.3895737197085,-80.3922716802915
"55",14016461,"42 RUE DU DECEMBRE 1211 GENEVA SWITZERLAND",NA,"Switzerland","CHE","Panama Papers","1_node_start",6.1444845,46.1921439,"premise","rooftop","rue prévost-martin 42, 1205 genève, switzerland",46.1934981802915,46.1908002197085,6.1458845802915,6.1431866197085
"56",14016462,"42 RUE DU DECEMBRE PO BOX 6193 1211 GENEVA 6 SWITZERLAND",NA,"Switzerland","CHE","Panama Papers","1_node_start",6.1638785,46.2000323,"postal_code","approximate","1211 geneva, switzerland",46.2013812802915,46.1986833197085,6.1652274802915,6.1625295197085
"57",14017379,"4A CALLE 23 03 DE LA ZONA 14 DE LA CIUDAD DE GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5117911,14.6099048,"subpremise","rooftop","03, 4a calle 3-23, cdad. de guatemala 01010, guatemala",14.6112103802915,14.6085124197085,-90.5104403197085,-90.5131382802915
"58",14017994,"4TH FLOOR JANA BUILDING EMBASSIES ST BIR HASSAN BAABDA MOUNT LEBANON",NA,"Lebanon","LBN","Panama Papers","1_node_start",35.509468,33.8805165,"establishment","geometric_center","vgj5+6q4, beirut, lebanon",33.8818461302915,33.8791481697085,35.5108197802915,35.5081218197085
"59",14018217,"500 NORTE 100 ESTE SOBRE AV PPL LOS LAURELES ESCAZU SAN JOSE COSTA RICA",NA,"Costa Rica","CRI","Panama Papers","1_node_start",-84.1468114,9.9367001,"neighborhood","approximate","san josé province, san rafael de escazú, los laureles, costa rica",9.9426413,9.9310707,-84.1440135,-84.150321
"60",14018582,"520 BRICKELL KEY DR APT 1102 MIAMI – FLORIDA 33131 USA UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.1849333,25.7671903,"subpremise","rooftop","520 brickell key dr #1102, miami, fl 33131, usa",25.7684183302915,25.7657203697085,-80.1835253197085,-80.1862232802915
"61",14019410,"5A AVENIDA 15 45 ZONA 10 CENTRO EMPRESARIAL TORRE 1 OF 608 CIUDAD GUATEMALA REPUBLICA DE GAUTEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5123448,14.5953794,"subpremise","rooftop","torre 1, centro empresarial, 5 avenida 15-45, cdad. de guatemala 01010, guatemala",14.5966027802915,14.5939048197085,-90.5108940197085,-90.5135919802915
"62",14019411,"5A AVENIDA 18 48 ZONA 14 APARTAMENTO 7 EDIFICIO PREMIERE VIATOSCANA GUATEMALA GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5201266,14.612054,"subpremise","rooftop","apartamento 7, 5a avenida 3-18, cdad. de guatemala 01009, guatemala",14.6133922302915,14.6106942697085,-90.5187158197085,-90.5214137802915
"63",14019415,"5A AVENUE 5 55 ZONE 14 EUROPLAZA TORRE II BUILDING OFFICE 504 GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.230759,15.783471,"country","approximate","guatemala",17.8157113,13.63,-88.1982001,-92.2714
"64",14019454,"5 A STREET CARRERA 35 39 MEDELLÍN ANTIOQUÍA COLOMBIA",NA,"Colombia","COL","Panama Papers","1_node_start",-75.5716457,6.1849176,"street_address","range_interpolated","cra. 35 #39, el poblado, medellín, el poblado, medellín, antioquia, colombia",6.1862132302915,6.1835152697085,-75.5702142697085,-75.5729122302915
"65",14020259,"6135 NW 167 ST E 18 MIAMI FL 33015 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.3018978,25.9256869,"subpremise","rooftop","6135 nw 167th st #18, hialeah, fl 33015, usa",25.9269637802915,25.9242658197085,-80.3005876697085,-80.3032856302915
"66",14020430,"6355NW 36 ST 401 VIRGINIA GARDENS FL 33166 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.3005918,25.807673,"subpremise","rooftop","6355 nw 36th st #401, virginia gardens, fl 33166, usa",25.8088537302915,25.8061557697085,-80.2993606697085,-80.3020586302915
"67",14020698,"67 AVENIDA SUR PASAJE 2 26 COLONIA ESCALON SAN SALVADOR EL SALVADOR",NA,"El Salvador","SLV","Panama Papers","1_node_start",-89.224777,13.6979082,"street_address","range_interpolated","67 avenida sur 26, san salvador, el salvador",13.6992571802915,13.6965592197085,-89.2234280197085,-89.2261259802915
"68",14020804,"690N BAR LA FUENTE SANTA ANA SAN JOSE COSTA RICA",NA,"Costa Rica","CRI","Panama Papers","1_node_start",-84.1820735,9.9312697,"locality","approximate","san josé province, santa ana, costa rica",9.9401084,9.9170702,-84.1709559,-84.1906392
"69",14020884,"6 AVE 7 84 ZONA 10 APTO NO 9 GUATEMALA CIUDAD GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5027386,14.5888549,"political","approximate","zone 10, guatemala city 01010, guatemala",14.6153277,14.573527,-90.4822774,-90.5177791
"70",14020885,"6 AVENIDA 7 84 ZONA 10 APTO NO 9 GUATEMALA CIUDAD",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5122168,14.5904429,"subpremise","rooftop","no 9, 6 avenida 7-54, cdad. de guatemala 01010, guatemala",14.5917779302915,14.5890799697085,-90.5108277697085,-90.5135257302915
"71",14021353,"6TA AVENIDA 14 42 ZONA 10 VENEZUELA",NA,"Venezuela","VEN","Panama Papers","1_node_start",-90.5027386,14.5888549,"political","approximate","zone 10, guatemala city 01010, guatemala",14.6153277,14.573527,-90.4822774,-90.5177791
"72",14021831,"72 STREET 6 30 LEVEL 12 BOGOTÁ COLOMBIA",NA,"Colombia","COL","Panama Papers","1_node_start",-74.072092,4.7109886,"locality","approximate","bogotá, bogota, colombia",4.8371311,4.459464,-73.991977,-74.223637
"73",14021896,"7400 SW 141 TERRACE MIAMI FL 33158 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.3137811,25.6391682,"premise","rooftop","7400 sw 141st terrace, palmetto bay, fl 33158, usa",25.6406133802915,25.6379154197085,-80.3123735197085,-80.3150714802915
"74",14022072,"777 BRICKELL AVENUE SUITE 1110 MIAMI FL 33131 UNITED STATES",NA,"United States","USA","Panama Papers","1_node_start",-80.1898908,25.7664296,"subpremise","rooftop","777 brickell ave # 1110, miami, fl 33131, usa",25.7677128302915,25.7650148697085,-80.1887877697085,-80.1914857302915
"75",14022084,"77 CAMBRIDGE CIRCLE FORBES PARK MAKATI CITY PHILIPPINES",NA,"Philippines","PHL","Panama Papers","1_node_start",121.038584,14.551765,"street_address","rooftop","77 cambridge cir, makati, 1219 metro manila, philippines",14.5530921802915,14.5503942197085,121.039990380291,121.037292419709
"76",14022211,"79 STREET NO 8 63 6TH FLOOR BOGOTA COLOMBIA",NA,"Colombia","COL","Panama Papers","1_node_start",-74.072092,4.7109886,"locality","approximate","bogotá, bogota, colombia",4.8371311,4.459464,-73.991977,-74.223637
"77",14022259,"7 AVE 6 53 ZONE 4 EL TRIANGULO BUILDING 4TH LEVEL GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5154904,14.6186804,"subpremise","rooftop","building 4th, 7 avenida 6-99, salamá, guatemala",14.6200207302915,14.6173227697085,-90.5141726197085,-90.5168705802915
"78",14022261,"7 AVENIDA 3 90 ZONA 10 GUATEMALA GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.5154928,14.6186062,"establishment","rooftop","7 avenida 3-39, cdad. de guatemala, guatemala",14.6199618802915,14.6172639197085,-90.5141755197085,-90.5168734802915
"79",14022720,"7TH STREET SOUTH NO 42 70 OF 2013 MEDELLÍN COLOMBIA",NA,"Colombia","COL","Panama Papers","1_node_start",-75.5658153,6.2476376,"locality","approximate","medellín, medellin, antioquia, colombia",6.31281,6.1755969,-75.521507,-75.640916
"80",14022895,"80 BROAD STREET MONROVIA LIBERIA",NA,"Liberia","LBR","Panama Papers","1_node_start",-10.8061018,6.3170349,"street_address","range_interpolated","80 broad street, monrovia, liberia",6.3183838802915,6.3156859197085,-10.8047528197085,-10.8074507802915
"81",14022965,"812 TABBARIS BLDG CHARLES MALEK AVENUE BEIRUT LEBANON",NA,"Lebanon","LBN","Panama Papers","1_node_start",35.5126177,33.8923037,"establishment","geometric_center","charles malek avenue 812 tabaris building - block a،, بيروت، lebanon",33.8936449802915,33.8909470197085,35.5139654302915,35.5112674697085
"82",14023418,"8AVE 7 41 RES CARALINA VILLA NUEVA ZONA 6 GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.488883,14.6847812,"political","approximate","zona 6, guatemala city, guatemala",14.7012037,14.6493532,-90.4719742,-90.4977026
"83",14024588,"9 C A 9 34 JARDINES DE SAN CRISTOBAL HOUSE 56 ZONE 8 SEC A 10 SECTOR 4 MIXCO GUATEMALA",NA,"Guatemala","GTM","Panama Papers","1_node_start",-90.6,14.633333,"locality","approximate","mixco, guatemala",14.6346819802915,14.6319840197085,-90.5986510197085,-90.6013489802915
"84",14025408,"AGUERO 2237 PISO 7 APTO B BUENOS AIRES REPÚBLICA ARGENTINA",NA,"Argentina","ARG","Panama Papers","1_node_start",-58.4007126,-34.5869449,"subpremise","rooftop","agüero 2237 piso 7 apto b, c1425ehw buenos aires, argentina",-34.5855723197085,-34.5882702802915,-58.3993877197085,-58.4020856802915
"85",14025467,"AIXRIVALL SANT JULIÁ DE LORIA (PRINCIPALITY OF ANDORRA) CARRETARE DE LA PEGUERA CHALET ELS BESSETS DE DALT",NA,"Andorra","AND","Panama Papers","1_node_start",1.5119676,42.4578944,"route","geometric_center","ctra. de la peguera, ad600, andorra",42.4676308,42.4425672,1.5353893,1.4912187
"86",14025709,"AKARA BLDG 24 DE CASTRO STREET WICKHAMS CAY I ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS",NA,"British Virgin Islands","VGB","Panama Papers","1_node_start",-64.6195881,18.4234294,"premise","rooftop","24 de castro st, road town, british virgin islands",18.4247824802915,18.4220845197085,-64.6182416697085,-64.6209396302915
"87",14025972,"AKARA BUILDING 24 DE CASTRO STREET WICKHAMS CAY1 P O BOX 3136 ROAD ROAD TORTOLA BRITISH VIRGIN ISLANDS",NA,"British Virgin Islands","VGB","Panama Papers","1_node_start",-64.6195881,18.4234294,"premise","rooftop","24 de castro st, road town, british virgin islands",18.4247824802915,18.4220845197085,-64.6182416697085,-64.6209396302915
"88",14026010,"AKARA BUILDING 24 DE CASTRO STREET WICKHAMS CAY 1 ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS",NA,"British Virgin Islands","VGB","Panama Papers","1_node_start",-64.6195881,18.4234294,"premise","rooftop","24 de castro st, road town, british virgin islands",18.4247824802915,18.4220845197085,-64.6182416697085,-64.6209396302915
"89",14026068,"AKARA BUILDING 24 DE CASTRO STREET WICKHAMS CAY I ROADTOWN TORTOLA BRITISH VIRGIN ISLANDS",NA,"British Virgin Islands","VGB","Panama Papers","1_node_start",-64.6136518,18.4268947,"political","approximate","wickhams cay 2, road town, british virgin islands",18.4286828,18.4254408,-64.6113682,-64.6149193
"90",14026531,"AL JOAQUIM EUGENIO DE LIMA 881 AP 1012 CEP 01403 001 SAO PAULO SP BRAZIL",NA,"Brazil","BRA","Panama Papers","1_node_start",-46.6530458,-23.568786,"subpremise","rooftop","alameda joaquim eugênio de lima, 881 - conj. 1012 - jardim paulista, são paulo - sp, 01403-001, brazil",-23.5674646697085,-23.5701626302915,-46.6517234697085,-46.6544214302915
