node_id,name,jurisdiction,company_type,address,incorporation_date,inactivation_date,dorm_date,status,struck_off_date,country_codes,sourceID,valid_until,term,origin,valid_until_year,incorporation_date_form,incorporation_year,inactivation_date_form,inactivation_year,dorm_date_form,dorm_date_year,struck_off_date_form,struck_off_date_year,avg_officers,years_operative,tax_haven,avg_colombians,name_2,type,subtype
10209384,ROSBAN INVESTMENT INC,BVI,NA,ARMANDO JAVIER ZABARAIN GONZALEZ VÍA 1 F  24-06 BARRANQUILLA COLOMBIA,17-NOV-2015,NA,NA,Active,NA,COL,Panama Papers,2015,BUITRAGO,Officer,2015-12-31,2015-11-16T23:00:00Z,2015,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-1.046198537002665,1,3.1902286824552886,ROSBAN INVESTMENT INC,B2BC,Residential/Commercial
10169663,ROSBAN FOUNDATION,PMA,NA,ARMANDO JAVIER ZABARAIN GONZALEZ VÍA 1 F  24-06 BARRANQUILLA COLOMBIA,25-NOV-2015,NA,NA,Active,NA,COL,Panama Papers,2015,BUITRAGO,Officer,2015-12-31,2015-11-24T23:00:00Z,2015,NA,NA,NA,NA,NA,NA,NA,-1.046198537002665,1,NA,ROSBAN FOUNDATION,PUB,Community Association
82008489,Maxseguros EPM Ltd.,BM,NA,NA,23-APR-2008,NA,NA,NA,NA,BMU,Paradise Papers - Appleby,2014,BUITRAGO,Officer,2014-12-31,2008-04-22T22:00:00Z,2008,NA,NA,NA,NA,NA,NA,1.9030766127466925,-0.4492416139854228,1,7.021982775721324,Maxseguros EPM Ltd.,B2BC,Contractor
85047606,MR. SHRIMP SNACK TRUCK,AW,NA,NA,01-FEB-2015,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,BUITRAGO,Officer,2016-12-31,2015-01-31T23:00:00Z,2015,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.9467057164997913,1,-0.1625561491524927,MR. SHRIMP SNACK TRUCK,B2BC,Food
85029849,LOS ALPES SNACK,AW,NA,NA,01-AUG-2002,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,BUITRAGO,Officer,2016-12-31,2002-07-31T22:00:00Z,2002,NA,NA,NA,NA,NA,NA,-0.2276049598676798,0.3467009500375668,1,-0.1625561491524927,LOS ALPES SNACK,B2BC,Food
85039508,STICHTING DUSHI CARNIVAL GROUP,AW,NA,NA,24-SEP-2008,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,BUITRAGO,Officer,2016-12-31,2008-09-23T22:00:00Z,2008,NA,NA,NA,NA,NA,NA,-0.41613436868046844,-0.2502559729796754,1,-0.1625561491524927,STICHTING DUSHI CARNIVAL GROUP,B2BC,Entertainment Services
85048931,STYLES AND NAILS BEAUTY AND SPA,AW,NA,NA,27-NOV-2015,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,BUITRAGO,Officer,2016-12-31,2015-11-26T23:00:00Z,2015,NA,NA,NA,NA,NA,NA,0.10755843357727765,-0.9467057164997913,1,-0.1625561491524927,STYLES AND NAILS BEAUTY AND SPA,B2C,Health and Beauty
85046175,VILLERABAGO APARTMENT V.O.F,AW,NA,NA,12-DEC-2013,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,BUITRAGO,Officer,2016-12-31,2013-12-11T23:00:00Z,2013,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.7477200754940438,1,-0.1625561491524927,VILLERABAGO APARTMENT V.O.F,B2BC,Residential/Commercial
85039691,JARAMILLO & SANCHEZ CONSTRUCTION N.V.,AW,NA,NA,13-NOV-2008,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,BUITRAGO,Officer,2016-12-31,2008-11-12T23:00:00Z,2008,NA,NA,NA,NA,NA,NA,-0.17174439429352023,-0.2502559729796754,1,-0.1625561491524927,JARAMILLO & SANCHEZ CONSTRUCTION N.V.,B2BC,Contractor
85048268,MATH'S EXPRESS,AW,NA,NA,22-JUN-2015,NA,NA,NA,NA,NA,Paradise Papers - Aruba corporate registry,2016,BUITRAGO,Officer,2016-12-31,2015-06-21T22:00:00Z,2015,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.9467057164997913,1,-0.1625561491524927,MATH'S EXPRESS,B2BC,Instruction
240027313,BEAUSOLEIL FINANCE INC.,BVI,Business Corporation,NA,12-OCT-2012,NA,NA,Active,NA,VGB,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,BUITRAGO,Officer,2017-12-31,2012-10-11T22:00:00Z,2012,NA,NA,NA,NA,NA,NA,NA,-0.5487344344882965,1,NA,BEAUSOLEIL FINANCE INC.,B2BC,Financial Services
240027314,DERMAC INVESTMENTS CORP.,BVI,Business Corporation,NA,12-OCT-2012,NA,NA,Active,NA,VGB,"Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,BUITRAGO,Officer,2017-12-31,2012-10-11T22:00:00Z,2012,NA,NA,NA,NA,NA,NA,NA,-0.5487344344882965,1,NA,DERMAC INVESTMENTS CORP.,B2BC,Residential/Commercial
10105994,RASOL GROUP CORPORATION,PMA,NA,MOSSFON MANAGERS LTD. SAFFREY SQUARE; SUITE 205; BANK LANE P.O. BOX N-8188 NASSAU **S.I**; NEW PROVIDENCE ISLAND BAHAMAS,02-DEC-2009,NA,NA,Active,NA,BHS,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2009-12-01T23:00:00Z,2009,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.4492416139854228,1,-0.1625561491524927,RASOL GROUP CORPORATION,B2BC,Contractor
10079105,CENTRO DE TELEFONIA MOVIL PANAMA S.A.,PMA,NA,BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÁ COLOMBIA,18-FEB-2009,25-JAN-2011,NA,Dissolved,15-JUL-2012,COL,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2009-02-17T23:00:00Z,2009,2011-01-24T23:00:00Z,2011,NA,NA,2012-07-14T22:00:00Z,2012,NA,-0.8472128959969176,1,NA,CENTRO DE TELEFONIA MOVIL PANAMA S.A.,B2BC,Entertainment Services
10114844,Maple Tree Capital - Panamá Inc.,PMA,NA,"DANIEL ISAZA BONNET CRA 11 NO. 82-76 OF 903 BOGOTÁ, COLOMBIA",27-NOV-2009,NA,NA,Active,NA,COL,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2009-11-26T23:00:00Z,2009,NA,NA,NA,NA,NA,NA,-0.1617692932981346,-0.4492416139854228,1,-0.1625561491524927,Maple Tree Capital - Panamá Inc.,B2BC,Financial Services
10211464,TCC INVERSIONES S.A.,PMA,NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA",10-FEB-2015,NA,NA,Active,NA,COL,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2015-02-09T23:00:00Z,2015,NA,NA,NA,NA,NA,NA,1.3644211589958681,-1.046198537002665,1,-0.1625561491524927,TCC INVERSIONES S.A.,B2BC,Security Services
10197061,KEYMERE CORP.,PMA,NA,"BAKER & MCKENZIE S.A.S AVE. 82 NO. 10-62, PISO 6 BOGOTA COLOMBIA",24-OCT-2008,NA,NA,Active,NA,COL,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2008-10-23T22:00:00Z,2008,NA,NA,NA,NA,NA,NA,0.18611235391593955,-0.3497487934825491,1,-0.1625561491524927,KEYMERE CORP.,B2BC,Dealer
10154609,MEYLAND HOLDINGS LTD.,BVI,NA,"YANET AVILA 1000 PONCE DE LEON BLVD.  SUITE 105 CORAL GABLES FL, 33134",01-JUL-2014,NA,NA,Active,NA,USA,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2014-06-30T22:00:00Z,2014,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.9467057164997913,1,-0.1625561491524927,MEYLAND HOLDINGS LTD.,B2BC,Residential/Commercial
10018100,VERDI CORPORATION,ANG,NA,PAREJA & ASOCIADOS - ABOGADOS KENNEDY NORTE; AVE. MIGUEL H. ALCIVAR; MANZANA 506; TORRES DEL NORTE; TORRE A; PISO 8; OF. 810 GUAYAQUIL ECUADOR,16-JUL-2014,NA,NA,Active,NA,ECU,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2014-07-15T22:00:00Z,2014,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.9467057164997913,0,-0.1625561491524927,VERDI CORPORATION,B2BC,Contractor
10161223,FLY NORTH NEW ZEALAND LIMITED,NZL,NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA",03-FEB-2014,NA,NA,Active,NA,COL,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2014-02-02T23:00:00Z,2014,NA,NA,NA,NA,NA,NA,0.10755843357727765,-0.9467057164997913,0,4.86662109825918,FLY NORTH NEW ZEALAND LIMITED,B2BC,Travel Agent
10207880,ROYCE INVESTMENT GROUP CORP.,BVI,NA,MP VAZQUEZ & ASOCIADOS ÁREA BANCARIA; TORRE ADVANCED 099 PISO 4; OFICINA B APARTADO POSTAL 0819 - 00468 PANAMA; REP. DE PANAMA,05-JUL-2011,04-MAY-2015,NA,Defaulted,30-APR-2015,PAN,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2011-07-04T22:00:00Z,2011,2015-05-03T22:00:00Z,2015,NA,NA,2015-04-29T22:00:00Z,2015,0.10755843357727765,-0.6482272549911702,1,4.86662109825918,ROYCE INVESTMENT GROUP CORP.,B2BC,Residential/Commercial
10183700,NOAH CORPORATION,BAH,NA,"ANGLO AUTOMOTRIZ S. A. ANAUTO PRESIDENTE LUÍS CORDERO Y SUFRAGIO LIBREGUAYAQUIL, ECUADORRUC: 0990201595001 TELÉFONO (593 4) 291119 GUAYAQUIL ECUADOR",22-MAY-2002,02-JAN-2008,NA,Defaulted,31-DEC-2007,ECU,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2002-05-21T22:00:00Z,2002,2008-01-01T23:00:00Z,2008,NA,NA,2007-12-30T23:00:00Z,2007,-0.5208729291320175,-0.4492416139854228,1,-0.1625561491524927,NOAH CORPORATION,B2BC,Contractor
10089179,WAYDEN INTERNATIONAL LTD.,BVI,NA,WAYDEN INTERNATIONAL LTD. TORTOLA BRITISH VIRGIN ISLANDS S.I.,22-NOV-2000,NA,NA,Active,NA,VGB,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2000-11-21T23:00:00Z,2000,NA,NA,NA,NA,NA,NA,0.3628586746779288,0.44619377054044046,1,-0.1625561491524927,WAYDEN INTERNATIONAL LTD.,B2B,Wholesale  Dealer
10157430,BLUERING FINANCE CORP.,BVI,NA,TRUJILLO; FERRAN; CIGARRUISTA Y ASOCIADOS EDIFICIO PLAZA 2000 PISO 10; CALLE 50 PANAMA PANAMA,02-OCT-2013,NA,NA,Active,NA,PAN,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2013-10-01T22:00:00Z,2013,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.8472128959969176,1,-0.1625561491524927,BLUERING FINANCE CORP.,B2BC,Financial Services
10171398,TRADEBRIDGE S.A.,PMA,NA,ROBERTO ILLINGWORTH CABANILLA AV. 9 DE OCTUBRE 100 Y MALECON  EDIF. LA PREVISORA OFICINA 2201 GUAYAQUIL-ECUADOR,24-AUG-2015,NA,NA,Active,NA,ECU,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2015-08-23T22:00:00Z,2015,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-1.046198537002665,1,-0.1625561491524927,TRADEBRIDGE S.A.,B2BC,Contractor
10160859,Gruguer Enterprise Corp.,BVI,NA,NATALIA MULFORD MULFORD ABOGADOS SORTIS BUSINESS TOWER; OFICINA 10 H CALLE 56 Y 57 ESTE; OBARRIO PANAMÁ REP. DE PANAMÁ,19-MAR-2014,NA,NA,Active,NA,PAN,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2014-03-18T23:00:00Z,2014,NA,NA,NA,NA,NA,NA,-0.20665724777736996,-0.9467057164997913,1,-0.1625561491524927,Gruguer Enterprise Corp.,B2BC,Dealer
10015504,GLOBAL JUICES INC.,SEY,NA,MR. XAVIER ROMERO KM. 19.5 VÍA A LA COSTA (ENTRANDO POR REY-SAC) GUAYAQUIL ECUADOR,28-APR-2004,NA,NA,Active,NA,ECU,Panama Papers,2015,TRUJILLO,Officer,2015-12-31,2004-04-27T22:00:00Z,2004,NA,NA,NA,NA,NA,NA,-0.25902652800314463,0.04822248852894567,1,-0.1625561491524927,GLOBAL JUICES INC.,B2BC,Food
147537,"PSICO CONSULT, INC.",BVI,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",09-NOV-2006,NA,NA,Struck / Defunct / Deregistered,NA,VGB,Offshore Leaks,2010,TRUJILLO,Officer,2010-12-31,2006-11-08T23:00:00Z,2006,NA,NA,NA,NA,NA,NA,0.4217741149319253,-0.6482272549911702,1,-0.1625561491524927,"PSICO CONSULT, INC.",B2BC,Computer Services
145512,Trumar Universal Ltd.,BVI,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",24-JAN-2005,NA,NA,Struck / Defunct / Deregistered,NA,VGB,Offshore Leaks,2010,TRUJILLO,Officer,2010-12-31,2005-01-23T23:00:00Z,2005,NA,NA,NA,NA,NA,NA,0.4217741149319253,-0.5487344344882965,1,-0.1625561491524927,Trumar Universal Ltd.,B2BC,Contractor
135383,Sapphire Business Corporation,BVI,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",08-OCT-2001,NA,NA,Struck / Defunct / Deregistered,NA,VGB,Offshore Leaks,2010,TRUJILLO,Officer,2010-12-31,2001-10-07T22:00:00Z,2001,NA,NA,NA,NA,NA,NA,-0.5208729291320175,-0.15076315247680172,1,-0.1625561491524927,Sapphire Business Corporation,B2BC,Dealer
