search_address,api_address,countryode,lat,lon,nr_matches,match_level
6355NW 36 ST 401 VIRGINIA GARDENS FL 33166 UNITED STATES,"3, Virginia Gardens, Westbrae, Berkeley, Alameda County, California, 94702, USA",USA,37.874584,-122.286858,10,building  
67 AVENIDA SUR PASAJE 2 26 COLONIA ESCALON SAN SALVADOR EL SALVADOR,"Colonia Escalón, San Salvador, San Salvador, El Salvador",SLV,13.7,-89.23333,1,neighbourhood  
690N BAR LA FUENTE SANTA ANA SAN JOSE COSTA RICA,"Bar La Fuente, Santa Ana, San José, Costa Rica",CRI,9.905185,-84.176916,10,county  
6 AVE 7 84 ZONA 10 APTO NO 9 GUATEMALA CIUDAD GUATEMALA,"Calle M & Calle 17, Edificio Focsa, Apto 9 M, Havana, Arroyo Naranjo, La Habana, 10400, Cuba",GTM,23.142897,-82.384638,10,building  
6 AVENIDA 7 84 ZONA 10 APTO NO 9 GUATEMALA CIUDAD,"Guatemala City, Ciudad Guatemala, Guatemala, Guatemala",GTM,14.64072,-90.51327,2,city  
6TA AVENIDA 14 42 ZONA 10 VENEZUELA,"Venezuela, Venezuela, Ciego de Ávila, Cuba",VEN,21.73528,-78.79639,10,city  
72 STREET 6 30 LEVEL 12 BOGOTÁ COLOMBIA,"Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.635456,-74.08768,4,city  
7400 SW 141 TERRACE MIAMI FL 33158 UNITED STATES,"7400, SW 141st Terrace, Kings Bay, Palmetto Bay, Miami-Dade County, Florida, 33158, USA",USA,25.639426,-80.313254,2,building  
777 BRICKELL AVENUE SUITE 1110 MIAMI FL 33131 UNITED STATES,"Truluck's Ocean's Finest Seafood and Crab, 777, Brickell Avenue, Torch of Friendship, Miami, Miami-Dade County, Florida, 33131, USA",USA,25.76643445,-80.18988605074898,2,venue  
77 CAMBRIDGE CIRCLE FORBES PARK MAKATI CITY PHILIPPINES,"Cambridge Circle, Forbes Park North, District I, Makati, Southern Manila District, Metro Manila, 1219, Philippines",PHL,14.5535631,121.0344575,2,street  
79 STREET NO 8 63 6TH FLOOR BOGOTA COLOMBIA,"79 80, 79, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.643214,-74.142248,10,building  
7 AVE 6 53 ZONE 4 EL TRIANGULO BUILDING 4TH LEVEL GUATEMALA,"602, East 7th Avenue, El Dorado, Butler County, Kansas, 67042, USA",GTM,37.82607,-96.841757,10,building  
7 AVENIDA 3 90 ZONA 10 GUATEMALA GUATEMALA,"Guatemala City, Ciudad Guatemala, Guatemala, Guatemala",GTM,14.64072,-90.51327,3,city  
7TH STREET SOUTH NO 42 70 OF 2013 MEDELLÍN COLOMBIA,"Medellín, Medellín, Antioquia, Colombia",COL,6.276949,-75.576955,7,city  
80 BROAD STREET MONROVIA LIBERIA,"Broad Street, Crown Hill, Monrovia, Greater Monrovia, Montserrado County, Liberia",LBR,6.3147237,-10.7997289,2,street  
812 TABBARIS BLDG CHARLES MALEK AVENUE BEIRUT LEBANON,"Beirut, Beirut, Lebanon",LBN,33.88432,35.501527,2,city  
8AVE 7 41 RES CARALINA VILLA NUEVA ZONA 6 GUATEMALA,NA,NA,NA,NA,5,NA
9 C A 9 34 JARDINES DE SAN CRISTOBAL HOUSE 56 ZONE 8 SEC A 10 SECTOR 4 MIXCO GUATEMALA,"9, Calle C. A, Ciudad López Mateos, Atizapán de Zaragoza, México, Mexico",GTM,19.542396,-99.251222,10,building  
AGUERO 2237 PISO 7 APTO B BUENOS AIRES REPÚBLICA ARGENTINA,"2237, Agüero, Recoleta, Buenos Aires, Autonomous City of Buenos Aires, Argentina",ARG,-34.587,-58.4006,10,building  
AIXRIVALL SANT JULIÁ DE LORIA (PRINCIPALITY OF ANDORRA) CARRETARE DE LA PEGUERA CHALET ELS BESSETS DE DALT,"Calle de la Villa de Andorra, Barrio de la Bozada, Zaragoza, Zaragoza, Spain",AND,41.646043,-0.914842,10,street  
AKARA BLDG 24 DE CASTRO STREET WICKHAMS CAY I ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS,"Road Town, United Kingdom",VGB,18.41667,-64.61667,1,city  
AKARA BUILDING 24 DE CASTRO STREET WICKHAMS CAY1 P O BOX 3136 ROAD ROAD TORTOLA BRITISH VIRGIN ISLANDS,"24, Rua Jose De Aguiar Castro, Nossa Senhora do Ó, São Paulo, Sao Paulo, Sao Paulo, 02752-140, Brazil",VGB,-23.493943,-46.681884,10,building  
AKARA BUILDING 24 DE CASTRO STREET WICKHAMS CAY 1 ROAD TOWN TORTOLA BRITISH VIRGIN ISLANDS,"8, Castro Street, Cape Town, City of Cape Town, Western Cape, South Africa",VGB,-33.850233,18.750462,10,building  
AKARA BUILDING 24 DE CASTRO STREET WICKHAMS CAY I ROADTOWN TORTOLA BRITISH VIRGIN ISLANDS,NA,NA,NA,NA,5,NA
AL JOAQUIM EUGENIO DE LIMA 881 AP 1012 CEP 01403 001 SAO PAULO SP BRAZIL,"881, Alameda Joaquim Eugenio De Lima, Vila Bela Vista, São Paulo, Sao Paulo, Sao Paulo, 01403-000, Brazil",BRA,-23.56836,-46.652942,6,building  
ALTO LAS PALMAS KILOMETRO 16 HACIENDA ARRAYANES CASA 65 ENVIGADO ANTIOQUÍA COLOMBIA,"Vereda, Hacienda, Tuta, Boyacá, Colombia",COL,5.674727,-73.172214,10,building  
ALTOS DE PANAMÁ P H HORIZONETES 1 CALLE PRINCIPAL CASA NO A 24 REPUBLIC OF PANAMA,"1 B, R Principal Casa Do Sol, A Dos Cunhados, Lisbon, 2560-049, Portugal",PAN,39.152864,-9.335663,10,building  
AM DÜRRBACH HAUS 3 6390 ENGELBERG SWITZERLAND,"Am Dürrbach, Engelberg, Obwalden (unincorporated), Obwalden, Switzerland",CHE,46.818548,8.417224,1,street  
ANDRES AVELINO CACERES 96 B1 B DPTO 602 URB SANTA VICTORIA CHICLAYO LAMBAYEQUE PERÚ,NA,NA,NA,NA,5,NA
ANDRES AVELINO CÁCERES 96 BI B DPTO 602 URB SANTA VICTORIA CHICLAYO LAMBAYEQUE PERÚ,NA,NA,NA,NA,5,NA
APARTADO 2158 1000 SAN JOSE COSTA RICA,"San José, San Jose, San José, Costa Rica",CRI,9.93333,-84.08333,10,city  
AQUILINO DE LA PLAZA Y CALLE 47 OCEAN BUSINESS PLAZA PISO 10 SUITE 1003 PANAMÁ REP DE PANAMÁ,"5, Calle Pl y Margall, Sta Cruz, Santa Cruz de Tenerife, Spain",PAN,28.467973,-16.253608,10,building  
A R H CARRETERA ZENETA 5 30130 BENIEL MURCIA SPAIN,"Campoamor R-5, Alicante, Spain",ESP,37.93195,-0.7772,1,city  
ARIAS SCHREIBER 125 LA AURORA MIRAFLORES LIMA 18 PERÚ,"Miraflores, Jauja, Junin, Peru",PER,-11.82965,-75.36277,10,city  
ARIAS SCHREIBER 225 MIRAFLORES LIMA PERÚ,"Calle Coronel Luis Arias Schreiber, Aurora, Miraflores, Province of Lima, Lima Metropolitan Area, Lima, 15048, Peru",PER,-12.1221085,-77.0115633,1,street  
ARRERA 7 113 43 OFICINA 14 08 BOGOTA COLOMBIA,NA,NA,NA,NA,5,NA
AV 12 DE OCTUBRE N26 97 Y LINCOLN TORRE 1492 PISO 5 OFICINA 505 QUITO ECUADOR,"Quito, Quito, Pichincha, Ecuador",ECU,-0.22985,-78.52495,2,city  
AV 15 DE ENERO 256 SAN ANTONIO MIRAFLORES LIMA PERU PERÚ,NA,NA,NA,NA,5,NA
AV ALVAREZ CALDERÓN 670 DPTO 703 SAN ISIDRO LIMA PERÚ,"San Isidro, Huaura, Lima, Peru",PER,-11.01861,-77.63639,3,city  
AV ALVEAR 1502 5TO PISO CABA ARGENTINA,"Avenida Alvear, General López, Santa Fe Province, Argentina",ARG,-33.797866,-61.748212,10,street  
AV BVAR ARTIGAS 352/602 MONTEVIDEO URUGUAY,"Montevideo, Municipio D, Montevideo, Uruguay",URY,-34.83346,-56.16735,1,city  
AV CAMINO REAL NO 456 TORRE REAL OFIC 802 LIMA 27 PERÚ,"Lima, Lima, Lima, Peru",PER,-12.049141,-77.021217,6,city  
AV CANAVAL Y MOREYRA 452 PISO 15 SAN ISIDRO LIMA PERÚ,"San Isidro, Huaura, Lima, Peru",PER,-11.01861,-77.63639,3,city  
AV CERROS DE CAMACHO 660 DPTO 502 – SURCO –LIMA PERÚ,"Surco, Huarochiri, Lima, Peru",PER,-11.89056,-76.43806,3,city  
AV CIRCUNVALACIÓN EL GOLF LOS INCAS 641 DPTO 302 SANTIAGO DE SURCO LIMA PERÚ,"Surco, Lima, Lima, Lima, Peru",PER,-12.13952,-77.00615,1,neighbourhood  
AV CONQUISTADORES 1005 SAN ISIDRO LIMA PERÚ,"San Isidro, Huaura, Lima, Peru",PER,-11.01861,-77.63639,3,city  
AV CORONEL PORTILLO 200 INT 901 SAN ISIDRO LIMA PERÚ,"San Isidro, Huaura, Lima, Peru",PER,-11.01861,-77.63639,3,city  
AVDA CARLEMANY 115 ESCALDES ENGORDANY PRINCIPALITY OF ANDORRA,"Avinguda Carlemany, les Escaldes, Escaldes-Engordany, AD700, Andorra",AND,42.5088964,1.5421802,3,street  
AVDA DEL LIBERTADOR NR 77 (VICENTE LOPEZ) B AIRES NAURU,"Nauru, Sabu Raijua, East Nusa Tenggara, Indonesia",NRU,-10.5366,121.8499,4,city  
AVDA NUESTRA SRA DOS NAVEGANTES 675,"Nuestra Señora de Itatí, Capital (Salta), Salta, Argentina",,-24.793059,-65.442657,10,street  
AVD BOLOGNESI 456 CAS 1 INT B CERCADO YANAHUARA AREQUIPA PERÚ,"307, Avenida Bolognesi, Arequipa, Arequipa, Arequipa, Peru",PER,-16.353308,-71.542499,10,building  
AV DE LOS SHYRIS N37 313 Y EL TELÉGRAFO EDIFICIO RUBIO PISO 4,"N37-313, Avenida de los Shyris, Quito, Quito, Pichincha, 170506, Ecuador",,-0.173354,-78.480719,1,building  
AV DEL SUR 394 DPTO 302 URB CHACARILLA DEL ESTANQUE SURCO LIMA PERÚ,"302, Urbanització Pinomar, Guardamar Del Segura, Alicante, Spain",PER,38.044667,-0.657889,1,building  
AV DIEZ CANSECO 681 MIRAFLORES LIMA PERÚ,"Avenida Ernesto Diez Canseco, Lima, Lima, Lima, Peru",PER,-12.122234,-77.026702,1,street  
AV DOIS 260 B02/1602 BARRA DA TIJUCA RIO DE JANEIRO RJ BRASIL CEP: 22631 004 BRAZIL,"Novotel Rio de Janeiro Barra da Tijuca Hotel, 5210, Av Lucio Costa, Rio de Janeiro, Rio de Janeiro, Rio De Janeiro, 22630012, Brazil",BRA,-23.0096,-43.351059,1,venue  
AVE 15 127B 33 TORRE 2 APT 1204 BOGOTA COLOMBIA,NA,NA,NA,NA,5,NA
AVE 8 SUR PH PACIFIC WIND TORRE 2000 3B PUNTA PACÍFICA PANAMA PANAMÁ,"Panama City, Panamá, Panama, Panama",PAN,8.9936,-79.51973,4,city  
AVE 9 NORTE 12 55 CALI COLOMBIA,"Santiago de Cali, Cali, Valle del Cauca, Colombia",COL,3.446888,-76.53233,4,city  
AVE AQUILINO DE LA GUARDIA TORRE PLAZA BANCO GENERAL PISO 15 CIUDAD DE PANAMÁ REPÚBLICA DE PANAMÁ,"Calle Aquilino de La Guardia, Panama City, Panamá, Panama, Panama",PAN,8.980272,-79.524806,10,street  
AVE AQUILINO DE LA GUARDIA Y CALLE 47 EDIFICIO OCEAN BUSINESS PLAZA PISO 15 OFICINA 7 PANAMA PANAMÁ,"Panama City, Panamá, Panama, Panama",PAN,8.9936,-79.51973,4,city  
AVECOSTA DE ORO 1308 FRAC COSTA DE ORO 94299 VERACRUZ MEXICO,"Veracruz de Ignacio de la Llave, Mexico",MEX,19.118317,-96.628436,1,state  
AVE EL MILAGRO 76 A CONJUNTO RESIDENCIAL PUERTO BANUS CASA 9 MARACAIBO 4001 VENEZUELA,"AV 2 El Milagro, Maracaibo, Maracaibo, Zulia, Venezuela",VEN,10.695473,-71.595925,1,street  
AVE LAS AMERICAS 6 – 118 SECTOR SUR CUENCA ECUADOR,"Cuenca, Cuenca, Azuay, Ecuador",ECU,-2.90054,-79.00453,2,city  
AVE LUIS ALBERTO DE HERRERA 4516 11700 MONTEVIDEO URUGUAY,"4516, Av Dr. Luis Alberto De Herrera, Montevideo, Municipio D, Montevideo, Uruguay",URY,-34.857461,-56.197156,1,building  
AVENIDA 19 118 30 OFICINA 410 BOGOTA COLUMBIA COLOMBIA,"Colombia, Valdivia, Antioquia, Colombia",COL,7.21375,-75.37132,10,city  
AVENIDA 9 ENTRE CALLE 13 Y 15 BARRIO OTOYA CASA 1335 SAN JOSÉ COSTA RICA,"San Jose Costa Rica, San Juan Lachao, Oaxaca, Mexico",CRI,16.14222,-97.08806,2,city  
AVENIDA ALONSO DE TORRES N40 150 JAMES COONET EDIFICIO EL HALCON PRIMER PISO DEPARTAMENTO 101 SECTOR EL BOSQUE QUITO ECUADOR,"Quito, Quito, Pichincha, Ecuador",ECU,-0.221002,-78.513579,3,city  
AVENIDA CALLE 17 NO 80A 45 BOGOTÁ COLOMBIA,"Avenida Calle 17, Bogotá, Bogotá, D.C., Bogota D.C., Colombia",COL,4.691747,-74.166017,1,street  
AVENIDA EDUARDO RIBEIRO Nº 520 SL 1110 MANAUS AMAZONAS (AM) VENEZUELA,"520, Avenida Eduardo Ribeiro, Manaus, Manaus, Amazonas, 69005-160, Brazil",VEN,-3.132296,-60.024025,8,building  
AVENIDA JOSE MARIA VARGAS VENEZUELA,"Avenida Jose Maria Vargas, Sector 1 de Girardot, Parroquia Joaquín Crespo, Municipio Girardot, Aragua State, 1203, Venezuela",VEN,10.2336577,-67.5750628,9,street  
AVENIDA JOSE MARIA VARGAS URBANIZACION SANTA FE NORTE TORRE DEL COLEGIO PISO 10 CARACAS VENEZUELA,"Avenida José María Vargas, Guanare, Portuguesa, Venezuela",VEN,9.026939,-69.735807,10,street  
AVENIDA LAS MAGNOLIAS 150 COLONIA SAN BENITO SAN SALVADOR EL SALVADOR,"Avenida Las Magnolias, Colonia Las Palmas, Colonia San Benito, Distrito Municipal 3, San Salvador, Departamento de San Salvador, 1101, El Salvador",SLV,13.6922658,-89.2381307,2,street  
AVENIDA LAS PALMAS 135 COLONIA SAN BENITO SAN SALVADOR EL SALVADOR,"Colonia San Benito, San Salvador, San Salvador, El Salvador",SLV,13.692971,-89.245309,1,neighbourhood  
AVENIDA RICARDO J ALFARO EDIFICIO PLAZA VERONA LOCAL 4 CORREGIMIENTO DE BETHANIA PANAMA PANAMÁ,"SN, Avenida J. Ricardo Alcalá I., Tepatitlán de Morelos, Tepatitlán de Morelos, Jalisco, Mexico",PAN,20.808076,-102.770423,10,building  
AVENIDA RIO MIXCOAC NUM 330 DEPTO 103 COL ACACIAS BENITO JUAREZ DF C P 03240 CR 03001 MEXICO,NA,NA,NA,NA,5,NA
AVENIDA SOTO ENT AV VENEZUELA Y BOYACA EL ROSAL CARACAS VENEZUELA,"Avenida La Entrada, Vargas, Vargas, Venezuela",VEN,10.608361,-67.013637,10,street  
