"","node_id","name","jurisdiction","company_type","address","incorporation_date","inactivation_date","dorm_date","status","struck_off_date","country_codes","sourceID","valid_until","term","origin","valid_until_year","incorporation_date_form","incorporation_year","inactivation_date_form","inactivation_year","dorm_date_form","dorm_date_year","struck_off_date_form","struck_off_date_year","avg_officers","years_operative","tax_haven","avg_colombians","name_2","type","subtype","lat","lon","loctype","type_adr","hotspot_dist","nearest_hotspot"
"11",10028355,"HIGH QUALITY SERVICES INC.","PMA",NA,"HIGH QUALITY SERVICES INC. 1601 NW 97TH AVE.  P.O. BOX 025207 MIAMI FL 33102-5207 PTY 35407 U.S.A.","13-MAY-2003","08-JUL-2004",NA,"Defaulted","30-JUN-2005","USA","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2003-05-12T22:00:00Z",2003,"2004-07-07T22:00:00Z",2004,NA,NA,"2005-06-29T22:00:00Z",2005,-0.520872929132018,-0.946705716499791,1,-0.162556149152493,"HIGH QUALITY SERVICES INC.","B2B","Janitorial Services",25.7890341,-80.3524228,"rooftop","premise",313050.1836,"New Providence"
"12",10172071,"Latin American Sports Holding Corp.","PMA",NA,"STEFAN MICHAEL HOFMANN RAMISTRASSE 6, 8001 ZÚRICH  SWITZERLAND","07-OCT-2014",NA,NA,"Active",NA,"CHE","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2014-10-06T22:00:00Z",2014,NA,NA,NA,NA,NA,NA,1.05020547764122,-0.946705716499791,1,-0.162556149152493,"Latin American Sports Holding Corp.","B2BC","Dealer",47.3676961,8.5460893,"rooftop","premise",6248363.3887,"Bermuda"
"13",10209967,"Katze Global Limited","BVI",NA,"ELISA LONDONO AVENIDA 9 NORTE; #12-55 CALI; COLOMBIA","01-APR-2014",NA,NA,"Active",NA,"COL","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2014-03-31T22:00:00Z",2014,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.946705716499791,1,1.5138362666514,"Katze Global Limited","B2BC","Financial Services",3.4579431,-76.5354388,"rooftop","street_address",697882.2638,"Panama City"
"14",10185390,"SCS INVESTMENTS SOCIEDAD ANONIMA","CRI",NA,"MARIA CAROLINA RESTREPO CAÑAVERA CARRERA 11 NO. 94 – 47 OFICINA 702 BOGOTÁ – COLOMBIA BOGOTA COLOMBIA","28-AUG-2014",NA,NA,"Active",NA,"COL","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2014-08-27T22:00:00Z",2014,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.946705716499791,0,1.5138362666514,"SCS INVESTMENTS SOCIEDAD ANONIMA","B2BC","Residential/Commercial",4.6778505,-74.046192,"rooftop","subpremise",768942.8034,"Panama City"
"15",10158235,"ALICE CAPITAL GROUP INC.","BVI",NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA","18-AUG-2015",NA,NA,"Active",NA,"COL","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2015-08-17T22:00:00Z",2015,NA,NA,NA,NA,NA,NA,0.735989796286573,-1.04619853700266,1,8.21940592986696,"ALICE CAPITAL GROUP INC.","B2BC","Financial Services",6.2120006,-75.5692408,"rooftop","establishment",530911.8818,"Panama City"
"16",10156277,"SANTERRA CORPORATION","BVI",NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA","01-SEP-2015",NA,NA,"Active",NA,"COL","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2015-08-31T22:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.520872929132018,-1.04619853700266,1,1.5138362666514,"SANTERRA CORPORATION","B2BC","Residential/Commercial",6.2120006,-75.5692408,"rooftop","establishment",530911.8818,"Panama City"
"17",10209481,"STOCKLAND CONSULTANTS CORP.","BVI",NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA","12-OCT-2015",NA,NA,"Active",NA,"COL","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2015-10-11T22:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.520872929132018,-1.04619853700266,1,1.5138362666514,"STOCKLAND CONSULTANTS CORP.","B2BC","Contractor",6.2120006,-75.5692408,"rooftop","establishment",530911.8818,"Panama City"
"18",10171047,"Inversiones Zaragoza Associates S.A.","PMA",NA,"SENTIDO LEGAL DIRECCIÓN CRA. 43 A NO. 16 A SUR-38 OFICINA 602 EDIFICIO DHL MEDELLIN COLOMBIA","07-MAY-2014",NA,NA,"Active",NA,"COL","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2014-05-06T22:00:00Z",2014,NA,NA,NA,NA,NA,NA,0.107558433577278,-0.946705716499791,1,4.86662109825918,"Inversiones Zaragoza Associates S.A.","B2BC","Security Services",6.1965999,-75.5748188,"rooftop","subpremise",531428.7053,"Panama City"
"19",10157719,"ASPEN FINANCE S.A.","PMA",NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA","03-OCT-2011",NA,NA,"Active",NA,"COL","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2011-10-02T22:00:00Z",2011,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.64822725499117,1,3.19022868245529,"ASPEN FINANCE S.A.","B2BC","Financial Services",6.2120006,-75.5692408,"rooftop","establishment",530911.8818,"Panama City"
"20",10157720,"DIRKTON PROPERTIES INC.","PMA",NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA","03-OCT-2011",NA,NA,"Active",NA,"COL","Panama Papers",2015,"LONDOÑO","Officer","2015-12-31","2011-10-02T22:00:00Z",2011,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.64822725499117,1,3.19022868245529,"DIRKTON PROPERTIES INC.","B2BC","Residential/Commercial",6.2120006,-75.5692408,"rooftop","establishment",530911.8818,"Panama City"
"21",82001793,"EPI - Ecopetrol Pipelines International Limited","BM",NA,"Canon's Court; 22 Victoria Street; Hamilton; HM 12; Bermuda","05-SEP-1994",NA,NA,NA,NA,"BMU;CAN;COL","Paradise Papers - Appleby",2014,"LONDOÑO","Officer","2014-12-31","1994-09-04T22:00:00Z",1994,NA,NA,NA,NA,NA,NA,0.735989796286573,0.943657873054809,1,1.27435163582227,"EPI - Ecopetrol Pipelines International Limited","B2B","Wholesale  Dealer",32.2948832,-64.7836868,"rooftop","street_address",0.4664,"Bermuda"
"22",240030622,"NEWTON HOPS INTERNATIONAL LTD.","BVI","Business Corporation","3rd Floor, Yamraj Building, Market Square, P.O. Box 3175 Road Town, Tortola British Virgin Islands","22-APR-1991",NA,NA,"Active",NA,"VGB","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,"LONDOÑO","Officer","2017-12-31","1991-04-21T22:00:00Z",1991,NA,NA,NA,NA,NA,NA,NA,1.54061479607205,1,NA,"NEWTON HOPS INTERNATIONAL LTD.","B2B","Wholesale  Dealer",18.4243873,-64.6208096,"rooftop","premise",0.3035,"British Virgin Islands"
"23",240027247,"HL INTELLECTUAL CORP.","BVI","Business Corporation","3rd Floor, Yamraj Building, Market Square, P.O. Box 3175 Road Town, Tortola British Virgin Islands","29-SEP-2011",NA,NA,"Active",NA,"VGB","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,"LONDOÑO","Officer","2017-12-31","2011-09-28T22:00:00Z",2011,NA,NA,NA,NA,NA,NA,NA,-0.449241613985423,1,NA,"HL INTELLECTUAL CORP.","B2BC","Financial Services",18.4243873,-64.6208096,"rooftop","premise",0.3035,"British Virgin Islands"
"24",240020664,"WEYVIEW INVESTMENTS LTD.","BVI","Business Corporation","3rd Floor, Yamraj Building, Market Square, P.O. Box 3175 Road Town, Tortola British Virgin Islands","08-APR-2003",NA,NA,"Active",NA,"VGB","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2018,"LONDOÑO","Officer","2018-12-31","2003-04-07T22:00:00Z",2003,NA,NA,NA,NA,NA,NA,NA,0.44619377054044,1,NA,"WEYVIEW INVESTMENTS LTD.","B2BC","Residential/Commercial",18.4243873,-64.6208096,"rooftop","premise",0.3035,"British Virgin Islands"
"25",240027662,"PARMA ROSES LIMITED","BVI","Business Corporation","3rd Floor, Yamraj Building, Market Square, P.O. Box 3175 Road Town, Tortola British Virgin Islands","10-JUN-2009",NA,NA,"Active",NA,"VGB","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,"LONDOÑO","Officer","2017-12-31","2009-06-09T22:00:00Z",2009,NA,NA,NA,NA,NA,NA,NA,-0.250255972979675,1,NA,"PARMA ROSES LIMITED","B2BC","Dealer",18.4243873,-64.6208096,"rooftop","premise",0.3035,"British Virgin Islands"
"26",10166589,"REDLANE TRADING INC.","PMA",NA,"JOSE LUIS ABRIL CRUZ DIAGONAL 54 NO. 16-34 BOGOTA COLOMBIA","30-SEP-2013",NA,NA,"Active",NA,"COL","Panama Papers",2015,"BUITRAGO","Officer","2015-12-31","2013-09-29T22:00:00Z",2013,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.847212895996918,1,-0.162556149152493,"REDLANE TRADING INC.","B2B","Wholesale  Dealer",4.6420363,-74.0683654,"rooftop","street_address",769565.5972,"Panama City"
"27",10017861,"OXFORD MARKETING GROUP LTD.","SEY",NA,"BRIGHT SIDE S.A. RUTA 8 KM. 17500 LOCAL 207  CP 91600  ZONAMÉRICA-MONTEVIDEO URUGUAY *S.I.*","01-MAR-2007",NA,NA,"Active",NA,"URY","Panama Papers",2015,"BUITRAGO","Officer","2015-12-31","2007-02-28T23:00:00Z",2007,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.250255972979675,1,-0.162556149152493,"OXFORD MARKETING GROUP LTD.","B2BC","Computer Services",-34.7871123,-56.0704941,"rooftop","subpremise",5343477.7021,"St.Michael"
"28",10137841,"ORBIS RESOURCES LTD.","BVI",NA,"DR. ALBERTO J.PAREDES PAREDES & ASOCIADOS TORRE SFC; PISO 21 CALLE 55; OBARRIO PANAMA; REPUBLIC OF PANAMA PANAMA PANAMA","11-FEB-2009",NA,NA,"Active",NA,"PAN","Panama Papers",2015,"BUITRAGO","Officer","2015-12-31","2009-02-10T23:00:00Z",2009,NA,NA,NA,NA,NA,NA,0.107558433577278,-0.449241613985423,1,-0.162556149152493,"ORBIS RESOURCES LTD.","B2B","Wholesale  Dealer",NA,NA,NA,NA,NA,"Panama City"
"29",10209384,"ROSBAN INVESTMENT INC","BVI",NA,"ARMANDO JAVIER ZABARAIN GONZALEZ VÍA 1 F  24-06 BARRANQUILLA COLOMBIA","17-NOV-2015",NA,NA,"Active",NA,"COL","Panama Papers",2015,"BUITRAGO","Officer","2015-12-31","2015-11-16T23:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.20665724777737,-1.04619853700266,1,3.19022868245529,"ROSBAN INVESTMENT INC","B2BC","Residential/Commercial",11.0041072,-74.8069813,"approximate","locality",546695.2617,"Oranjestad"
"30",10169663,"ROSBAN FOUNDATION","PMA",NA,"ARMANDO JAVIER ZABARAIN GONZALEZ VÍA 1 F  24-06 BARRANQUILLA COLOMBIA","25-NOV-2015",NA,NA,"Active",NA,"COL","Panama Papers",2015,"BUITRAGO","Officer","2015-12-31","2015-11-24T23:00:00Z",2015,NA,NA,NA,NA,NA,NA,NA,-1.04619853700266,1,NA,"ROSBAN FOUNDATION","PUB","Community Association",11.0041072,-74.8069813,"approximate","locality",546695.2617,"Oranjestad"
"31",82008489,"Maxseguros EPM Ltd.","BM",NA,"Canon's Court; 22 Victoria Street; Hamilton; HM 12; Bermuda","23-APR-2008",NA,NA,NA,NA,"BMU","Paradise Papers - Appleby",2014,"BUITRAGO","Officer","2014-12-31","2008-04-22T22:00:00Z",2008,NA,NA,NA,NA,NA,NA,1.90307661274669,-0.449241613985423,1,7.02198277572132,"Maxseguros EPM Ltd.","B2BC","Contractor",32.2948832,-64.7836868,"rooftop","street_address",0.4664,"Bermuda"
"32",85047606,"MR. SHRIMP SNACK TRUCK","AW",NA,"PAPILON 21, SANTA CRUZ","01-FEB-2015",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"BUITRAGO","Officer","2016-12-31","2015-01-31T23:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.946705716499791,1,-0.162556149152493,"MR. SHRIMP SNACK TRUCK","B2BC","Food",36.9741171,-122.0307963,"approximate","locality",4404974.1336,"Cayman Islands"
"33",85029849,"LOS ALPES SNACK","AW",NA,"DE LA SALLESTRAAT 5, ORANJESTAD WEST","01-AUG-2002",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"BUITRAGO","Officer","2016-12-31","2002-07-31T22:00:00Z",2002,NA,NA,NA,NA,NA,NA,-0.22760495986768,0.346700950037567,1,-0.162556149152493,"LOS ALPES SNACK","B2BC","Food",12.5244914,-70.0339025,"range_interpolated","street_address",479.6063,"Oranjestad"
"34",85039508,"STICHTING DUSHI CARNIVAL GROUP","AW",NA,"CUMANA 78, ORANJESTAD OOST","24-SEP-2008",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"BUITRAGO","Officer","2016-12-31","2008-09-23T22:00:00Z",2008,NA,NA,NA,NA,NA,NA,-0.416134368680468,-0.250255972979675,1,-0.162556149152493,"STICHTING DUSHI CARNIVAL GROUP","B2BC","Entertainment Services",12.5177344,-70.0123903,"rooftop","street_address",997.0588,"Oranjestad"
"35",85048931,"STYLES AND NAILS BEAUTY AND SPA","AW",NA,"CATIRI 10-A, NOORD","27-NOV-2015",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"BUITRAGO","Officer","2016-12-31","2015-11-26T23:00:00Z",2015,NA,NA,NA,NA,NA,NA,0.107558433577278,-0.946705716499791,1,-0.162556149152493,"STYLES AND NAILS BEAUTY AND SPA","B2C","Health and Beauty",12.5765648,-70.03245,"approximate","locality",6252.8316,"Oranjestad"
"36",85046175,"VILLERABAGO APARTMENT V.O.F","AW",NA,"PONTON 88-B, ORANJESTAD WEST","12-DEC-2013",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"BUITRAGO","Officer","2016-12-31","2013-12-11T23:00:00Z",2013,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.747720075494044,1,-0.162556149152493,"VILLERABAGO APARTMENT V.O.F","B2BC","Residential/Commercial",12.5368549,-70.0309613,"approximate","neighborhood",1888.9701,"Oranjestad"
"37",85039691,"JARAMILLO & SANCHEZ CONSTRUCTION N.V.","AW",NA,"CANASHITO 15-A, SANTA CRUZ","13-NOV-2008",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"BUITRAGO","Officer","2016-12-31","2008-11-12T23:00:00Z",2008,NA,NA,NA,NA,NA,NA,-0.17174439429352,-0.250255972979675,1,-0.162556149152493,"JARAMILLO & SANCHEZ CONSTRUCTION N.V.","B2BC","Contractor",12.5093086,-69.9922542,"approximate","neighborhood",1819.9096,"Oranjestad"
"38",85048268,"MATH'S EXPRESS","AW",NA,"L.G. SMITH BLVD. 116, SUITE 11, NOORD","22-JUN-2015",NA,NA,NA,NA,NA,"Paradise Papers - Aruba corporate registry",2016,"BUITRAGO","Officer","2016-12-31","2015-06-21T22:00:00Z",2015,NA,NA,NA,NA,NA,NA,-0.20665724777737,-0.946705716499791,1,-0.162556149152493,"MATH'S EXPRESS","B2BC","Instruction",12.6052798,-70.0515107,"range_interpolated","subpremise",9599.6473,"Oranjestad"
"39",240027313,"BEAUSOLEIL FINANCE INC.","BVI","Business Corporation","3rd Floor, Yamraj Building, Market Square, P.O. Box 3175 Road Town, Tortola British Virgin Islands","12-OCT-2012",NA,NA,"Active",NA,"VGB","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,"BUITRAGO","Officer","2017-12-31","2012-10-11T22:00:00Z",2012,NA,NA,NA,NA,NA,NA,NA,-0.548734434488297,1,NA,"BEAUSOLEIL FINANCE INC.","B2BC","Financial Services",18.4243873,-64.6208096,"rooftop","premise",0.3035,"British Virgin Islands"
"40",240027314,"DERMAC INVESTMENTS CORP.","BVI","Business Corporation","3rd Floor, Yamraj Building, Market Square, P.O. Box 3175 Road Town, Tortola British Virgin Islands","12-OCT-2012",NA,NA,"Active",NA,"VGB","Pandora Papers - Alemán, Cordero, Galindo & Lee (Alcogal)",2017,"BUITRAGO","Officer","2017-12-31","2012-10-11T22:00:00Z",2012,NA,NA,NA,NA,NA,NA,NA,-0.548734434488297,1,NA,"DERMAC INVESTMENTS CORP.","B2BC","Residential/Commercial",18.4243873,-64.6208096,"rooftop","premise",0.3035,"British Virgin Islands"
"41",10105994,"RASOL GROUP CORPORATION","PMA",NA,"MOSSFON MANAGERS LTD. SAFFREY SQUARE; SUITE 205; BANK LANE P.O. BOX N-8188 NASSAU **S.I**; NEW PROVIDENCE ISLAND BAHAMAS","02-DEC-2009",NA,NA,"Active",NA,"BHS","Panama Papers",2015,"TRUJILLO","Officer","2015-12-31","2009-12-01T23:00:00Z",2009,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.449241613985423,1,-0.162556149152493,"RASOL GROUP CORPORATION","B2BC","Contractor",25.0775907,-77.3399129,"rooftop","premise",32.8528,"New Providence"
"42",10079105,"CENTRO DE TELEFONIA MOVIL PANAMA S.A.","PMA",NA,"BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÁ COLOMBIA","18-FEB-2009","25-JAN-2011",NA,"Dissolved","15-JUL-2012","COL","Panama Papers",2015,"TRUJILLO","Officer","2015-12-31","2009-02-17T23:00:00Z",2009,"2011-01-24T23:00:00Z",2011,NA,NA,"2012-07-14T22:00:00Z",2012,NA,-0.847212895996918,1,NA,"CENTRO DE TELEFONIA MOVIL PANAMA S.A.","B2BC","Entertainment Services",4.6733636,-74.0516887,"rooftop","subpremise",768785.5422,"Panama City"
"43",10114844,"Maple Tree Capital - Panamá Inc.","PMA",NA,"DANIEL ISAZA BONNET CRA 11 NO. 82-76 OF 903 BOGOTÁ, COLOMBIA","27-NOV-2009",NA,NA,"Active",NA,"COL","Panama Papers",2015,"TRUJILLO","Officer","2015-12-31","2009-11-26T23:00:00Z",2009,NA,NA,NA,NA,NA,NA,-0.161769293298135,-0.449241613985423,1,-0.162556149152493,"Maple Tree Capital - Panamá Inc.","B2BC","Financial Services",4.6658837,-74.0518047,"rooftop","subpremise",769302.1422,"Panama City"
"44",10211464,"TCC INVERSIONES S.A.","PMA",NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA","10-FEB-2015",NA,NA,"Active",NA,"COL","Panama Papers",2015,"TRUJILLO","Officer","2015-12-31","2015-02-09T23:00:00Z",2015,NA,NA,NA,NA,NA,NA,1.36442115899587,-1.04619853700266,1,-0.162556149152493,"TCC INVERSIONES S.A.","B2BC","Security Services",6.2120006,-75.5692408,"rooftop","establishment",530911.8818,"Panama City"
"45",10197061,"KEYMERE CORP.","PMA",NA,"BAKER & MCKENZIE S.A.S AVE. 82 NO. 10-62, PISO 6 BOGOTA COLOMBIA","24-OCT-2008",NA,NA,"Active",NA,"COL","Panama Papers",2015,"TRUJILLO","Officer","2015-12-31","2008-10-23T22:00:00Z",2008,NA,NA,NA,NA,NA,NA,0.18611235391594,-0.349748793482549,1,-0.162556149152493,"KEYMERE CORP.","B2BC","Dealer",NA,NA,NA,NA,NA,"Panama City"
"46",10154609,"MEYLAND HOLDINGS LTD.","BVI",NA,"YANET AVILA 1000 PONCE DE LEON BLVD.  SUITE 105 CORAL GABLES FL, 33134","01-JUL-2014",NA,NA,"Active",NA,"USA","Panama Papers",2015,"TRUJILLO","Officer","2015-12-31","2014-06-30T22:00:00Z",2014,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.946705716499791,1,-0.162556149152493,"MEYLAND HOLDINGS LTD.","B2BC","Residential/Commercial",25.7616724,-80.2593562,"rooftop","subpremise",303261.6231,"New Providence"
"47",10018100,"VERDI CORPORATION","ANG",NA,"PAREJA & ASOCIADOS - ABOGADOS KENNEDY NORTE; AVE. MIGUEL H. ALCIVAR; MANZANA 506; TORRES DEL NORTE; TORRE A; PISO 8; OF. 810 GUAYAQUIL ECUADOR","16-JUL-2014",NA,NA,"Active",NA,"ECU","Panama Papers",2015,"TRUJILLO","Officer","2015-12-31","2014-07-15T22:00:00Z",2014,NA,NA,NA,NA,NA,NA,-0.520872929132018,-0.946705716499791,0,-0.162556149152493,"VERDI CORPORATION","B2BC","Contractor",NA,NA,NA,NA,NA,"Panama City"
"48",10161223,"FLY NORTH NEW ZEALAND LIMITED","NZL",NA,"CONTEXTO LEGAL CALLE 11B, NO. 41 - 53  LOMA LALINDE MEDELLIN COLOMBIA","03-FEB-2014",NA,NA,"Active",NA,"COL","Panama Papers",2015,"TRUJILLO","Officer","2015-12-31","2014-02-02T23:00:00Z",2014,NA,NA,NA,NA,NA,NA,0.107558433577278,-0.946705716499791,0,4.86662109825918,"FLY NORTH NEW ZEALAND LIMITED","B2BC","Travel Agent",6.2120006,-75.5692408,"rooftop","establishment",530911.8818,"Panama City"
