"node_id","name","original_name","former_name","jurisdiction","jurisdiction_description","company_type","address","internal_id","incorporation_date","inactivation_date","struck_off_date","dorm_date","status","service_provider","ibcRUC","country_codes","countries","sourceID","valid_until","note","term"
199348,"VALEN IT LIMITED","","","XXX","Undetermined","Standard Company under IBC Act","Proform Offshore Limited 1st Floor, Beeswing House 31 Sheep Street Wellingborough England, UK NN8 1BZ RT BVI",NA,"06-DEC-2001","","","01-MAY-2003","Dead","Commonwealth Trust Limited","472207","XXX;GBR","Not identified;United Kingdom","Offshore Leaks","The Offshore Leaks data is current through 2010","","VALEN"
20126808,"VALEN LIMITED","VALEN LIMITED","","BAH","Bahamas","","",126808,"16-APR-2003","","01-JAN-2012","","","","126808B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","VALEN"
85010358,"VALEN INVESTMENTS A.V.V.","","","AW","Aruba","","",NA,"03-SEP-1990","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","VALEN"
200116590,"VALEN CORP.","","","KNA","Saint Kitts and Nevis","","",NA,"15-MAR-2000","","31-JAN-2003","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","VALEN"
55002252,"GRAJA & CAORSI (MALTA) LTD","","","MLT","Malta","","",NA,"29-OCT-1990","","","","","","C12023","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","GRAJA"
55006051,"GRAJA & CAORSI LIMITED","","","MLT","Malta","","",NA,"29-SEP-1993","","","","In Dissolution","","C15443","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","GRAJA"
10053876,"VELEZ LAB, S.A.","VELEZ LAB, S.A. [MOORSOM S.A.]","MOORSOM S.A.","PMA","Panama","","BERNAL MEDINA LAVERDE CARRERA 13A NO. 89-38 OFICINA 613 NIPPON CENTER SANTAFE DE BOGOTÁ COLOMBIA",49064,"16-JUN-2008","03-MAR-2010","15-JUL-2012","","Defaulted","Mossack Fonseca","47","COL","Colombia","Panama Papers","The Panama Papers data is current through 2015","","VELEZ"
85040467,"FRANQUICIA VELEZ ARUBA","","","AW","Aruba","","",NA,"01-JAN-2009","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","VELEZ"
85044426,"F. VELEZ ARUBA","","","AW","Aruba","","",NA,"01-DEC-2012","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","VELEZ"
200133938,"VELEZ TRADING INC.","","","KNA","Saint Kitts and Nevis","","",NA,"03-MAR-2008","","02-APR-2012","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","VELEZ"
85046697,"OHL - ARELLANO CONSTRUCTION COMPANY, ARUBA BRANCH","","","AW","Aruba","","",NA,"01-SEP-1994","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","ARELLANO"
20085905,"COSUR INC.","COSUR INC.","","BAH","Bahamas","","",85905,"22-JAN-1999","","10-APR-2003","","","","85905B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","COSUR"
10113017,"TERIA HOLDINGS LIMITED","TERIA HOLDINGS LIMITED","","BVI","British Virgin Islands","","MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*",561162,"25-JUN-1998","01-NOV-2007","31-OCT-2007","","Defaulted","Mossack Fonseca","284208","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","TERIA"
55032982,"TERIA HOLDINGS LIMITED","","","MLT","Malta","","",NA,"04-OCT-2006","","","","Struck Off","","C39682","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","TERIA"
10013131,"CALLE INTERNATIONAL LTD.","CALLE INTERNATIONAL LTD.","","SEY","Seychelles","","LAVECO LTD. 8 INOMENON ETHNON; DESPINA SOFIA COURT SECOND FLOOR; FLAT/OFFICE 202 P.C. 6042 LARNACA; CYPRUS *S.I.*",201071,"22-NOV-2002","04-JAN-2005","31-DEC-2004","","Defaulted","Mossack Fonseca","010706","CYP","Cyprus","Panama Papers","The Panama Papers data is current through 2015","","CALLE"
10141711,"6197 CALLE VALENCIA LIMITED","6197 Calle Valencia Limited","","BVI","British Virgin Islands","","CHATEAU FIDUCIAIRE S.A. RUE DU RHONE 60 CASE POSTALE 3093 1211 GENEVE 3 GENEVE *S.I.*, GENEVA SWITZERLAND",6015661,"25-SEP-2009","02-JUN-2014","30-APR-2015","","Changed agent","Mossack Fonseca","","CHE","Switzerland","Panama Papers","The Panama Papers data is current through 2015","","CALLE"
20004114,"CALLE HOLDINGS COMPANY S.A.","CALLE HOLDINGS COMPANY S.A.","","BAH","Bahamas","","",4114,"29-JAN-1991","","31-JAN-2001","","","","4114B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","CALLE"
20077713,"CALLE INVESTMENTS CORPORATION","CALLE INVESTMENTS CORPORATION","","BAH","Bahamas","","",77713,"18-JUN-1998","","31-JAN-2001","","","","77713B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","CALLE"
20161649,"CALLE SERVICES LIMITED","CALLE SERVICES LIMITED","","BAH","Bahamas","","",161649,"31-MAR-2011","","","","","","161649B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","CALLE"
20162152,"CALLE CARBO TRADING LTD.","Calle Carbo Trading Ltd.","","BAH","Bahamas","","",162152,"01-JUN-2011","","","","","","162152B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","CALLE"
85038099,"CALLE 8 SPORTSBAR & RESTAURANT N.V.","","","AW","Aruba","","",NA,"17-OCT-2007","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","CALLE"
85048044,"CAMILA'S CALLE GRANDE CORPORATION N.V.","","","AW","Aruba","","",NA,"05-MAY-2015","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","CALLE"
200126111,"CALLE FONDEO LIMITED","","","KNA","Saint Kitts and Nevis","","",NA,"01-NOV-2004","","30-JAN-2015","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","Closed date stands for discontinued date.","CALLE"
200137764,"CALLE OCHO HOLDINGS LTD.","","","KNA","Saint Kitts and Nevis","","",NA,"11-OCT-2010","","","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","Closed date stands for dissolved date.","CALLE"
200503408,"CALLE LAND MANAGEMENT SERVICES LLC","","","KNA","Saint Kitts and Nevis","","",NA,"29-NOV-2000","","02-DEC-2002","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","CALLE"
55062600,"CALLE RIBERA INVESTMENTS LIMITED","","","MLT","Malta","","",NA,"12-AUG-2014","","","","","","C66338","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","CALLE"
85046317,"LA REBAJA MINIMARKET","","","AW","Aruba","","",NA,"20-FEB-2014","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","REBAJA"
85030908,"ESPINOSA CONSTRUCTION","","","AW","Aruba","","",NA,"15-MAY-2003","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ESPINOSA"
85042233,"ESPINOSA CONSTRUCTION N.V.","","","AW","Aruba","","",NA,"06-DEC-2010","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","ESPINOSA"
222940,"GALVEZ  INDUSTRIES LTD.","","","XXX","Undetermined","Business Company Limited by Shares","Unitrust Corporate Services Ltd. John Humphries House, Room 304 4-10 Stockwell Street, Greenwich London SE10 9JN RT BVI",NA,"10-APR-2006","","","01-NOV-2007","Dead","Commonwealth Trust Limited","1020733","VGB;GBR","British Virgin Islands;United Kingdom","Offshore Leaks","The Offshore Leaks data is current through 2010","","GALVEZ"
200105541,"GALVEZ INVESTMENTS LIMITED","","","KNA","Saint Kitts and Nevis","","",NA,"28-DEC-1995","","03-JAN-2003","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","GALVEZ"
10044074,"HP ANDINO S.A.","HP ANDINO S.A.","","PMA","Panama","","HP ANDINO S.A. MOSSFON BUILDING. 54TH STREET P.O. BOX 0832-0886; W.T.C.  PANAMA; REPUBLIC OF PANAMA",38200,"27-AUG-1985","15-NOV-2008","27-NOV-1986","","In transition","Mossack Fonseca","","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","ANDINO"
10089800,"HP ANDINO S.A.","HP ANDINO S.A.","","PMA","Panama","","MOSSFON MANAGERS LTD. SAFFREY SQUARE; SUITE 205; BANK LANE P.O. BOX N-8188 NASSAU **S.I**; NEW PROVIDENCE ISLAND BAHAMAS",5425,"27-AUG-1985","31-AUG-2009","15-JAN-2010","","Inactivated","Mossack Fonseca","96","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","ANDINO"
10136626,"CONSORCIO ANDINO LTD.","CONSORCIO ANDINO LTD.","","BVI","British Virgin Islands","","MOSSACK FONSECA & CO. (PERU) CORP. SAFFREY SQUARE SUITE 205; BANK LANE P. O. BOX N-8188 NASSAU; BAHAMAS **S.I.**",6011342,"07-APR-2010","01-NOV-2011","31-OCT-2011","","Defaulted","Mossack Fonseca","","BHS","Bahamas","Panama Papers","The Panama Papers data is current through 2015","","ANDINO"
20033970,"ANDINO CAPITAL MARKETS LIMITED","ANDINO CAPITAL MARKETS LIMITED","","BAH","Bahamas","","",33970,"20-JUN-1995","","10-APR-2003","","","","33970B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ANDINO"
20026489,"ZETA GAS ANDINO S.A.","ZETA GAS ANDINO S.A.","","BAH","Bahamas","","",26489,"29-SEP-1994","","","","","","26489B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ANDINO"
20099105,"ANDINO ON LINE INC.","ANDINO ON LINE INC.","","BAH","Bahamas","","",99105,"26-NOV-1999","","31-AUG-2002","","","","99105B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ANDINO"
20122270,"CABLE ANDINO INC.","CABLE ANDINO INC.","","BAH","Bahamas","","",122270,"14-DEC-2001","","","","","","122270B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ANDINO"
20107434,"ANDINO INC.","ANDINO INC.","","BAH","Bahamas","","",107434,"04-APR-2000","","","","","","107434B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ANDINO"
85009594,"ANDINO AVV","","","AW","Aruba","","",NA,"16-MAR-1990","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Liquidation date.","ANDINO"
101301268,"ANDINO CHEMICAL GROUP, SRL","","","BRB","Barbados","","",NA,"10-OCT-2016","","","","","","","BRB","Barbados","Paradise Papers - Barbados corporate registry","Barbados corporate registry data is current through 2016","","ANDINO"
101734782,"ANDINO CORPORATE SERVICES INC.","","","BRB","Barbados","","",NA,"10-JUN-2011","","","","","","","BRB","Barbados","Paradise Papers - Barbados corporate registry","Barbados corporate registry data is current through 2016","","ANDINO"
240371072,"ANDINO INTERNATIONAL LTD","","","BVI","British Virgin Islands","Business Corporation","",NA,"16-JUL-2013","","","","Active","","1783156","VGB","British Virgin Islands","Pandora Papers - Fidelity Corporate Services","Provider data is current through 2017","","ANDINO"
240371108,"ANDINO INTERNATIONAL LTD","","","BVI","British Virgin Islands","Business Corporation","",NA,"16-JUL-2013","","","","In Penalty","","1783156","VGB","British Virgin Islands","Pandora Papers - Fidelity Corporate Services","Provider data is current through 2018","","ANDINO"
10204062,"PERILLA PTC) LIMITED","PERILLA (PTC) LIMITED [PERILLA LIMITED]","PERILLA LIMITED","BVI","British Virgin Islands","","WILLOW  TRUST  LTD. TOP FLOOR LES ECHELONS COURT LES ECHELONS ST PETER PORT GUERNSEY GY1 2JF CHANNEL ISLANDS, UNITED KINGDOM",588126,"05-JUL-2007","","","","Active","Mossack Fonseca","","GGY","Guernsey","Panama Papers","The Panama Papers data is current through 2015","","PERILLA"
10155386,"GALLEGO BVI) LIMITED","Gallego (BVI) Limited [Rhumba Holdings Limited]","Rhumba Holdings Limited","BVI","British Virgin Islands","","ATLANTIQUE (BVI) LIMITED 3RD FLOOR; 37 ESPLANADE CHANNEL ISLANDS ST. HELIER JE2 3QA; JERSEY UNITED KINGDOM",6042951,"02-JAN-2015","","","","Active","Mossack Fonseca","","JEY","Jersey","Panama Papers","The Panama Papers data is current through 2015","","GALLEGO"
10169213,"FUNDACION JOSE PARDO GALLEGO","FUNDACION JOSE PARDO GALLEGO","","PMA","Panama","","LAWOR COMPANY S.A. RUT:216908860012; LUIS BONAVITA N° 1294 0FICINA 107; WTCFREEZONE MONTEVIDEO URUGUAY",704007,"25-JAN-2011","","","","Active","Mossack Fonseca","61","URY","Uruguay","Panama Papers","The Panama Papers data is current through 2015","","GALLEGO"
10211046,"FUNDACIÓN HÉCTOR GALLEGO","FUNDACIÓN HÉCTOR GALLEGO","","PMA","Panama","","LIC. RAMON FONSECA MORA APARTADO POSTAL 0832-0886 WORLD TRADE CENTER PANAMA, REPUBLICA DE PANAMA",700734,"18-FEB-2003","24-JUL-2009","15-JUL-2009","","Defaulted","Mossack Fonseca","54","PAN","Panama","Panama Papers","The Panama Papers data is current through 2015","","GALLEGO"
20134177,"GALLEGO LTD.","GALLEGO LTD.","","BAH","Bahamas","","",134177,"01-NOV-2004","","","","","","134177B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","GALLEGO"
20063326,"CELEDON INC.","CELEDON INC.","","BAH","Bahamas","","",63326,"14-AUG-1997","","31-DEC-1998","","","","63326B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","CELEDON"
200114175,"CELEDON CAPITAL LTD.","","","KNA","Saint Kitts and Nevis","","",NA,"25-JUN-1999","","31-JUL-2002","","","","","","","Paradise Papers - Nevis corporate registry","Nevis corporate registry data is current through 2016","","CELEDON"
10120617,"LOS MONTES ASSETS S.A.","LOS MONTES ASSETS S.A.","","PMA","Panama","","HOSLYND CORP. S.A DR. LUIS BONAVITA 1294 UNIDAD 2207 WORLD TRADE CENTER  RUC: 21.473 836.0018 MONTEVIDEO URUGUAY",58279,"21-FEB-2008","","","","Active","Mossack Fonseca","26","URY","Uruguay","Panama Papers","The Panama Papers data is current through 2015","","MONTES"
10156545,"MONTES COMPANY S.A.","MONTES COMPANY S.A.","","PMA","Panama","","HOSLYND CORP. S.A DR. LUIS BONAVITA 1294 UNIDAD 2207 WORLD TRADE CENTER  RUC: 21.473 836.0018 MONTEVIDEO URUGUAY",60418,"15-NOV-2010","","","","Active","Mossack Fonseca","14","URY","Uruguay","Panama Papers","The Panama Papers data is current through 2015","","MONTES"
20111441,"MONTES BUSINESS LTD.","MONTES BUSINESS LTD.","","BAH","Bahamas","","",111441,"11-JUL-2000","","01-JAN-2010","","","","111441B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","MONTES"
20169048,"MONTES DE SOUTELO INVESTMENTS LTD.","MONTES DE SOUTELO INVESTMENTS LTD.","","BAH","Bahamas","","",169048,"18-OCT-2013","","","","","","169048B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","MONTES"
20118122,"MONTES INTERNATIONAL CORP.","MONTES INTERNATIONAL CORP.","","BAH","Bahamas","","",118122,"19-JAN-2001","","03-MAY-2004","","","","118122B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","MONTES"
10169511,"BEDOYA GOYES INTERNATIONAL INC.","Bedoya Goyes International Inc.","","PMA","Panama","","DAVID BEDOYA GOYES CARRERA 15 NO. 88 – 64 OFICINA 512 BOGOTA COLOMBIA",74664,"31-MAR-2014","","","","Active","Mossack Fonseca","6","COL","Colombia","Panama Papers","The Panama Papers data is current through 2015","","BEDOYA"
85030034,"AUTOMOTIVE SERVICES BEDOYA","","","AW","Aruba","","",NA,"22-JUL-2002","","15-NOV-2003","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","BEDOYA"
20077320,"SEPULVEDA-IRAGORRI LIMITED","SEPULVEDA-IRAGORRI LIMITED","","BAH","Bahamas","","",77320,"11-JUN-1998","","01-FEB-2005","","","","77320B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","SEPULVEDA"
20005192,"ZAPATA INTERNATIONAL LIMITED","ZAPATA INTERNATIONAL LIMITED","","BAH","Bahamas","","",5192,"17-MAY-1991","","31-DEC-1998","","","","5192B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ZAPATA"
85029632,"CONSTRUCCION Y MANTENIMIENTO ZAPATA","","","AW","Aruba","","",NA,"25-APR-2002","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ZAPATA"
85031081,"CONSTRUCCION Y MANTENIMIENTO ZAPATA","","","AW","Aruba","","",NA,"16-APR-2003","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","Closed date stands for Cancelled date.","ZAPATA"
85036290,"CONSTRUCCION MANTENIMIENTO ZAPATA","","","AW","Aruba","","",NA,"16-JUL-2006","","","","","","","","","Paradise Papers - Aruba corporate registry","Aruba corporate registry data is current through 2016","","ZAPATA"
30011452,"ZAPATA MARINE SERVICES LIMITED","","","BAH","Bahamas","Regular (Local) Company","",NA,"30-JUN-1967","","31-JAN-1974","","","","","BHS","Bahamas","Paradise Papers - Bahamas corporate registry","Bahamas corporate registry data is current through 2016","","ZAPATA"
55020644,"ZAPATA LIMITED","","","MLT","Malta","","",NA,"16-AUG-2001","","","","","","C28578","MLT","Malta","Paradise Papers - Malta corporate registry","Malta corporate registry data is current through 2016","","ZAPATA"
20077320,"SEPULVEDA-IRAGORRI LIMITED","SEPULVEDA-IRAGORRI LIMITED","","BAH","Bahamas","","",77320,"11-JUN-1998","","01-FEB-2005","","","","77320B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","IRAGORRI"
20088046,"ARDILA-MARMOLEJO, LTD.","ARDILA-MARMOLEJO, LTD.","","BAH","Bahamas","","",88046,"18-MAR-1999","","03-MAY-2004","","","","88046B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ARDILA"
20169410,"ARDILA INVEST LTD.","Ardila Invest Ltd.","","BAH","Bahamas","","",169410,"18-NOV-2013","","","","","","169410B","","","Bahamas Leaks","The Bahamas Leaks data is current through early 2016.","","ARDILA"
